,PWSID,OFFICE,SYSTEMNAME,DESIGNCAPCITY,PLANTNUMBER,PLANTSTATUS,REPORTDATE,MAX_TREATED,AVG_TREATED
9364,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202304,133000.0,88533.0
9365,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202305,164000.0,85774.0
9366,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202306,153000.0,86800.0
9367,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202307,202000.0,95194.0
9368,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202308,409000.0,79806.0
9369,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202309,236000.0,65933.0
9370,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202310,96000.0,51097.0
9371,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202311,98000.0,46300.0
9372,2150512,NED,HORSESHOE BEACH WTP,215000.0,1,ACTIVE,202312,94000.0,43226.0
9373,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202301,15450.0,8410.0
9374,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202302,10810.0,9540.0
9375,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202303,15200.0,8500.0
9376,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202304,20270.0,10060.0
9377,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202305,10220.0,8830.0
9378,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202306,7160.0,4800.0
9379,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202307,3750.0,3180.0
9380,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202308,5990.0,4860.0
9381,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202309,6540.0,5940.0
9382,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202311,6010.0,5230.0
9383,2150840,NED,OLD TOWN ELEMENTARY SCHOOL,79200.0,1,ACTIVE,202312,12950.0,6080.0
9384,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202301,8300.0,5877.0
9385,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202302,9500.0,6529.0
9386,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202303,12500.0,7432.0
9387,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202304,15200.0,7030.0
9388,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202305,7700.0,5971.0
9389,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202307,7300.0,5670.0
9390,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202308,92000.0,62226.0
9391,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202309,94000.0,66333.0
9392,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202310,58000.0,47548.0
9393,2151026,NED,SHADY OAKS RV AND MHP,36000.0,1,ACTIVE,202312,69000.0,51548.0
9394,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202301,117300.0,83480.0
9395,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202302,136500.0,86357.0
9396,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202303,130800.0,87519.0
9397,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202304,17200.0,9686.0
9398,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202305,166300.0,106658.0
9399,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202306,283500.0,95703.0
9400,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202308,189300.0,106103.0
9401,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202309,261000.0,138213.0
9402,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202310,162400.0,102654.0
9403,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202311,143100.0,109366.0
9404,2151140,NED,SUWANNEE WATER & SEWER DISTRICT,375000.0,1,ACTIVE,202312,183900.0,106925.0
9405,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202301,29730.0,29730.0
9406,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202302,181542.0,790.0
9407,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202303,1825750.0,382.0
9408,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202304,1846217.0,758.0
9409,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202305,1866380.0,775.0
9410,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202306,191380.0,1815.0
9411,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202307,0.0,0.0
9412,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202308,196227.0,857.0
9413,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202309,199184.0,1232.0
9414,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202311,23910.0,1087.0
9415,2151410,NED,SUWANNEE BELLE LANDING,14000.0,1,ACTIVE,202312,24520.0,1113.0
9416,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202301,5333.0,4848.0
9417,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202302,8000.0,6506.0
9418,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202303,7057.0,6177.0
9419,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202304,6343.0,4919.0
9420,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202305,5429.0,4082.0
9421,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202306,4471.0,3422.0
9422,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202307,3943.0,2972.0
9423,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202308,4286.0,3326.0
9424,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202309,4643.0,3826.0
9425,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202310,4614.0,3889.0
9426,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202311,5100.0,4208.0
9427,2151412,NED,YELLOW JACKET RV RESORT,36000.0,1,ACTIVE,202312,5010.0,4466.0
9428,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202301,279.0,235.0
9429,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202302,234.0,194.0
9430,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202303,264.0,187.0
9431,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202304,684.0,306.0
9432,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202305,358.0,220.0
9433,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202306,399.0,215.0
9434,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202307,253.0,208.0
9435,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202308,225.0,175.0
9436,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202309,227.0,145.0
9437,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202310,415.0,242.0
9438,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202311,232.0,178.0
9439,2151423,NED,CHARLIE'S BAR,3600.0,1,ACTIVE,202312,321.0,234.0
9440,2151428,NED,SHADY BANK RV PARK (FKA SOUTHERN COMFORT,9347.0,1,ACTIVE,202308,1573.0,898.0
9441,2151428,NED,SHADY BANK RV PARK (FKA SOUTHERN COMFORT,9347.0,1,ACTIVE,202309,2136.0,1190.0
9442,2151428,NED,SHADY BANK RV PARK (FKA SOUTHERN COMFORT,9347.0,1,ACTIVE,202310,2136.0,1167.0
9443,2151428,NED,SHADY BANK RV PARK (FKA SOUTHERN COMFORT,9347.0,1,ACTIVE,202311,1390.0,997.0
9444,2151428,NED,SHADY BANK RV PARK (FKA SOUTHERN COMFORT,9347.0,1,ACTIVE,202312,748.0,685.0
9445,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202301,790.0,683.0
9446,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202302,1019.0,870.0
9447,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202303,880.0,719.0
9448,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202304,647.0,547.0
9449,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202305,689.0,533.0
9450,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202306,1327.0,711.0
9451,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202307,1384.0,1160.0
9452,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202308,2227.0,1781.0
9453,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202309,2273.0,709.0
9454,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202310,473.0,367.0
9455,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202311,440.0,349.0
9456,2151433,NED,OLD TOWN CAMPGROUND WS,9295.0,1,ACTIVE,202312,524.0,413.0
9457,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202301,1157.0,1021.0
9458,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202302,1337.0,1122.0
9459,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202304,1231.0,780.0
9460,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202305,711.0,510.0
9461,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202306,781.0,481.0
9462,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202307,617.0,457.0
9463,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202308,403.0,369.0
9464,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202309,1009.0,736.0
9465,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202310,991.0,804.0
9466,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202311,1352.0,1009.0
9467,2151433,NED,OLD TOWN CAMPGROUND WS,9332.0,2,ACTIVE,202312,1423.0,886.0
9468,2151435,NED,LILY CREEK GENERAL STORE,18937.0,1,CLOSED,202301,0.0,0.0
9469,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202301,1362.0,357.0
9470,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202302,200.0,178.0
9471,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202303,258.0,208.0
9472,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202304,216.0,164.0
9473,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202305,95.0,9.0
9474,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202306,0.0,0.0
9475,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202307,0.0,0.0
9476,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202308,0.0,0.0
9477,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202309,0.0,0.0
9478,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202310,0.0,0.0
9479,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202311,0.0,0.0
9480,2151436,NED,JIFFY FOOD 1569 FKA STEPHENSONS 349 EXPR,9295.0,1,ACTIVE,202312,0.0,0.0
9481,2151439,NED,TRADING POST,800.0,2,ACTIVE,202301,280.0,130.0
9482,2151439,NED,TRADING POST,800.0,2,ACTIVE,202302,120.0,100.0
9483,2151439,NED,TRADING POST,800.0,2,ACTIVE,202303,180.0,110.0
9484,2151439,NED,TRADING POST,800.0,2,ACTIVE,202304,1230.0,1070.0
9485,2151439,NED,TRADING POST,800.0,2,ACTIVE,202305,120.0,100.0
9486,2151439,NED,TRADING POST,800.0,2,ACTIVE,202306,120.0,110.0
9487,2151439,NED,TRADING POST,800.0,2,ACTIVE,202307,130.0,110.0
9488,2151439,NED,TRADING POST,800.0,2,ACTIVE,202308,130.0,110.0
9489,2151439,NED,TRADING POST,800.0,2,ACTIVE,202309,130.0,120.0
9490,2151439,NED,TRADING POST,800.0,2,ACTIVE,202311,120.0,100.0
9491,2151439,NED,TRADING POST,800.0,2,ACTIVE,202312,100.0,90.0
9492,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202301,71.0,47.0
9493,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202302,74.0,52.0
9494,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202303,135.0,68.0
9495,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202304,68.0,58.0
9496,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202305,68.0,56.0
9497,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202306,62.0,49.0
9498,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202307,71.0,56.0
9499,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202308,118.0,65.0
9500,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202309,649.0,306.0
9501,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202310,298.0,161.0
9502,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202311,99.0,80.0
9503,2151440,NED,DIXIE ONE STOP,4749.0,1,ACTIVE,202312,112.0,87.0
9504,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202301,310.0,261.0
9505,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202302,260.0,215.0
9506,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202303,293.0,207.0
9507,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202304,903.0,389.0
9508,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202305,398.0,244.0
9509,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202306,444.0,239.0
9510,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202307,281.0,231.0
9511,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202308,311.0,240.0
9512,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202309,266.0,209.0
9513,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202310,224.0,188.0
9514,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202311,240.0,204.0
9515,2151442,NED,CHARLIE'S LANDING,7380.0,1,ACTIVE,202312,369.0,257.0
9516,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202301,891.0,842.0
9517,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202302,984.0,909.0
9518,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202303,1077.0,956.0
9519,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202304,977.0,839.0
9520,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202305,963.0,901.0
9521,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202306,977.0,935.0
9522,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202307,984.0,903.0
9523,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202308,1144.0,901.0
9524,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202309,1520.0,1118.0
9525,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202310,1520.0,1102.0
9526,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202311,1470.0,1150.0
9527,2151446,NED,TWO SISTERS COUNTRY STORE,19714.0,1,ACTIVE,202312,1127.0,1034.0
9528,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202301,95000.0,44645.0
9529,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202302,52000.0,27536.0
9530,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202303,60000.0,30032.0
9531,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202304,50000.0,26633.0
9532,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202305,49000.0,27548.0
9533,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202306,72000.0,37379.0
9534,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202307,60000.0,33032.0
9535,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202308,79000.0,42645.0
9536,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202309,64000.0,31833.0
9537,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202310,90000.0,43613.0
9538,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202311,67000.0,29100.0
9539,2160046,NED,"BAE SYSTEMS SE SHIPYARDS JAX, LLC",100000.0,1,ACTIVE,202312,77000.0,31633.0
9540,2160053,NED,BALDWIN WATER SYSTEM,720000.0,1,ACTIVE,202301,393000.0,263322.0
9541,2160053,NED,BALDWIN WATER SYSTEM,720000.0,1,ACTIVE,202302,435000.0,266929.0
9542,2160053,NED,BALDWIN WATER SYSTEM,720000.0,1,ACTIVE,202303,571000.0,302258.0
9543,2160053,NED,BALDWIN WATER SYSTEM,720000.0,1,ACTIVE,202304,494000.0,256200.0
9544,2160053,NED,BALDWIN WATER SYSTEM,720000.0,1,ACTIVE,202305,531000.0,290903.0
9545,2160053,NED,BALDWIN WATER SYSTEM,720000.0,1,ACTIVE,202306,632000.0,283467.0
9546,2160110,NED,SUNNY PINES,15000.0,1,CLOSED,202301,93850.0,28989.0
9547,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202301,301000.0,79548.0
9548,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202302,229000.0,76371.0
9549,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202303,268000.0,90519.0
9550,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202304,294.0,84.0
9551,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202305,201000.0,91452.0
9552,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202306,228000.0,90040.0
9553,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202307,246000.0,65484.0
9554,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202308,237000.0,78065.0
9555,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202309,246000.0,75567.0
9556,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202310,271000.0,87000.0
9557,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202311,166000.0,69100.0
9558,2160174,NED,BACARDI BOTTLING CORPORATION,630700.0,1,ACTIVE,202312,262000.0,69360.0
9559,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202301,37.0,22.0
9560,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202302,81.0,32.0
9561,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202303,269.0,135.0
9562,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202304,307.0,149.0
9563,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202305,253.0,145.0
9564,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202306,1702.0,225.0
9565,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202307,303.0,140.0
9566,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202308,2177.0,422.0
9567,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202309,157.0,109.0
9568,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202310,180.0,106.0
9569,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202311,274.0,103.0
9570,2160190,NED,CREATIVE CHILDREN'S ACADEMY,4998.0,1,ACTIVE,202312,131.0,82.0
9571,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202301,376000.0,281193.0
9572,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202302,402000.0,281750.0
9573,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202303,490000.0,306709.0
9574,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202304,534000.0,339200.0
9575,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202305,572000.0,367709.0
9576,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202306,475000.0,355700.0
9577,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202308,944000.0,554645.0
9578,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202309,742000.0,533500.0
9579,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202310,680000.0,474387.0
9580,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202311,560000.0,267566.0
9581,2160200,NED,ATLANTIC BEACH WATER SYSTEM,1870000.0,3,INACTIVE,202312,0.0,0.0
9582,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202301,856000.0,627935.0
9583,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202302,827000.0,613964.0
9584,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202303,1320000.0,729709.0
9585,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202304,1026000.0,732733.0
9586,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202305,1187000.0,821451.0
9587,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202306,1110000.0,772166.0
9588,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202308,1906000.0,1095903.0
9589,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202309,1575000.0,1166700.0
9590,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202310,1459000.0,1003709.0
9591,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202311,1203000.0,926933.0
9592,2160200,NED,ATLANTIC BEACH WATER SYSTEM,2900000.0,2,ACTIVE,202312,1733000.0,974806.0
9593,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202301,1553000.0,1325096.0
9594,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202302,1565000.0,1323000.0
9595,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202303,1504000.0,1314225.0
9596,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202304,1551000.0,1315766.0
9597,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202305,1764000.0,1323838.0
9598,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202306,1667000.0,1331766.0
9599,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202308,1110000.0,846838.0
9600,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202309,1044000.0,872833.0
9601,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202310,1108000.0,871774.0
9602,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202311,1352000.0,1048133.0
9603,2160200,NED,ATLANTIC BEACH WATER SYSTEM,3170000.0,1,ACTIVE,202312,1313000.0,1015548.0
9604,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202301,910000.0,759935.0
9605,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202302,893000.0,721107.0
9606,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202303,900000.0,786097.0
9607,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202304,1134000.0,828633.0
9608,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202305,1051000.0,868645.0
9609,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202306,1106000.0,848100.0
9610,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202307,1059000.0,802935.0
9611,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202308,1012000.0,890355.0
9612,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202309,1024000.0,925400.0
9613,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202310,926000.0,814000.0
9614,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202311,824000.0,742000.0
9615,2160206,NED,NEPTUNE BEACH,3000000.0,1,ACTIVE,202312,750000.0,685000.0
9616,2160254,NED,DANIEL MEMORIAL,24480.0,1,ACTIVE,202301,3350.0,2619.0
9617,2160254,NED,DANIEL MEMORIAL,24480.0,1,ACTIVE,202302,2750.0,2371.0
