,PWSID,OFFICE,SYSTEMNAME,DESIGNCAPCITY,PLANTNUMBER,PLANTSTATUS,REPORTDATE,MAX_TREATED,AVG_TREATED
65,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202305,724000.0,487064.0
66,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202306,692000.0,605533.0
67,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202307,779000.0,605806.0
68,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202308,701000.0,492967.0
69,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202309,575000.0,423566.0
70,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202310,564000.0,430290.0
71,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202311,426000.0,352966.0
72,1030467,NWD,"MEXICO BEACH, CITY OF",1010000.0,1,ACTIVE,202312,308000.0,247225.0
73,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202301,12561000.0,10884000.0
74,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202302,11907000.0,9998000.0
75,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202303,14354000.0,13109000.0
76,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202304,16462000.0,13128000.0
77,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202305,18322000.0,14899000.0
78,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202306,17935000.0,15578000.0
79,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202307,21660000.0,17847000.0
80,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202308,18070000.0,16312000.0
81,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202309,15923000.0,14189000.0
82,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202310,16404000.0,14070000.0
83,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202311,13070000.0,10951000.0
84,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,5,ACTIVE,202312,12228000.0,9773000.0
85,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202301,6380000.0,5476000.0
86,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202302,6055000.0,5604000.0
87,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202303,7508000.0,6576000.0
88,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202304,8463000.0,6831000.0
89,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202305,9195000.0,7470000.0
90,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202306,9050000.0,8286000.0
91,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202307,11177000.0,8826000.0
92,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202308,8917000.0,8170000.0
93,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202309,7959000.0,7411000.0
94,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202310,8483000.0,7161000.0
95,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202311,6467000.0,5575000.0
96,1030515,NWD,PANAMA CITY BEACH CITY OF,23500000.0,6,ACTIVE,202312,6361000.0,4804000.0
97,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202301,0.0,0.0
98,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202302,0.0,0.0
99,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202303,0.0,0.0
100,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202304,0.0,0.0
101,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202305,0.0,0.0
102,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202306,0.0,0.0
103,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202307,0.0,0.0
104,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202308,0.0,0.0
105,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202309,0.0,0.0
106,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202310,0.0,0.0
107,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202311,0.0,0.0
108,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,1,ACTIVE,202312,0.0,0.0
109,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202301,0.0,0.0
110,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202302,0.0,0.0
111,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202303,0.0,0.0
112,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202304,0.0,0.0
113,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202305,0.0,0.0
114,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202306,0.0,0.0
115,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202307,0.0,0.0
116,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202308,0.0,0.0
117,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202309,0.0,0.0
118,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202310,0.0,0.0
119,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202311,0.0,0.0
120,1030517,NWD,PANAMA CITY WATER SYSTEM,1.0,2,ACTIVE,202312,0.0,0.0
121,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202301,0.0,0.0
122,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202302,0.0,0.0
123,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202303,0.0,0.0
124,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202304,0.0,0.0
125,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202305,0.0,0.0
126,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202306,0.0,0.0
127,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202307,0.0,0.0
128,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202308,0.0,0.0
129,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202309,0.0,0.0
130,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202310,0.0,0.0
131,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202311,0.0,0.0
132,1030520,NWD,"PARKER, CITY OF WATER SYSTEM",1.0,1,ACTIVE,202312,0.0,0.0
133,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202301,0.0,0.0
134,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202302,0.0,0.0
135,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202303,0.0,0.0
136,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202304,0.0,0.0
137,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202305,1332.0,1045.0
138,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202306,2836.0,1152.0
139,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202307,1055.0,682.0
140,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202308,2196.0,860.0
141,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202309,3903.0,868.0
142,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202310,3431.0,1028.0
143,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202311,1558.0,821.0
144,1030568,NWD,"CREEKSIDE ESTATES PC, LLC",86400.0,1,ACTIVE,202312,2022.0,970.0
145,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202301,3200.0,2629.0
146,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202302,8100.0,3230.0
147,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202303,3500.0,2900.0
148,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202304,3300.0,2815.0
149,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202305,5800.0,2713.0
150,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202306,1400.0,488.0
151,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202307,1800.0,473.0
152,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202308,4000.0,2435.0
153,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202309,3400.0,2819.0
154,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202310,3100.0,2409.0
155,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202311,3900.0,2572.0
156,1030716,NWD,WALLER ELEMENTARY SCHOOL,216000.0,1,ACTIVE,202312,3200.0,2637.0
157,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202301,22061.0,8040.0
158,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202302,18886.0,7905.0
159,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202303,28771.0,8407.0
160,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202304,16431.0,8646.0
161,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202305,23666.0,9164.0
162,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202306,12068.0,4286.0
163,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202307,13262.0,5039.0
164,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202308,16209.0,6257.0
165,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202309,10974.0,5601.0
166,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202310,22654.0,9371.0
167,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202311,23537.0,7874.0
168,1030774,NWD,LANSING SMITH ELECTRIC GENERATING PLANT,3168000.0,1,ACTIVE,202312,24504.0,8767.0
169,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202301,2400.0,1574.0
170,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202302,2600.0,1157.0
171,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202303,2000.0,1335.0
172,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202304,2000.0,1586.0
173,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202305,2200.0,1509.0
174,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202306,2600.0,1576.0
175,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202307,1800.0,1464.0
176,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202308,2600.0,1451.0
177,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202309,2200.0,1343.0
178,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202310,2200.0,1416.0
179,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202311,16600.0,1670.0
180,1034054,NWD,DEER HAVEN PARK,21600.0,1,ACTIVE,202312,1700.0,1238.0
181,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202301,24.0,12.0
182,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202302,44.0,18.0
183,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202303,23.0,12.0
184,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202304,27.0,14.0
185,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202305,28.0,15.0
186,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202306,325.0,136.0
187,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202307,77.0,57.0
188,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202308,70.0,53.0
189,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202309,62.0,44.0
190,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202310,70.0,45.0
191,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202311,65.0,44.0
192,1034057,NWD,LISENBY FOOD MART,28800.0,1,ACTIVE,202312,64.0,48.0
193,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202301,290.0,191.0
194,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202302,280.0,193.0
195,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202303,310.0,196.0
196,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202304,310.0,234.0
197,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202305,320.0,237.0
198,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202306,440.0,243.0
199,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202307,310.0,247.0
200,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202308,270.0,217.0
201,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202309,230.0,194.0
202,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202310,380.0,246.0
203,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202311,310.0,235.0
204,1034060,NWD,ONE STOP SHOP #2 (AKA LYNN HAVEN TEXACO),17280.0,1,ACTIVE,202312,270.0,204.0
205,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202301,420.0,204.0
206,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202302,250.0,232.0
207,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202303,620.0,425.0
208,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202304,630.0,308.0
209,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202305,540.0,310.0
210,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202306,550.0,379.0
211,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202307,340.0,264.0
212,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202308,340.0,239.0
213,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202309,400.0,261.0
214,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202310,350.0,280.0
215,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202311,520.0,251.0
216,1034062,NWD,MR. MART #13,36000.0,1,ACTIVE,202312,450.0,316.0
217,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202301,1220.0,375.0
218,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202302,420.0,235.0
219,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202303,330.0,241.0
220,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202304,250.0,175.0
221,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202305,230.0,154.0
222,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202306,440.0,170.0
223,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202307,440.0,269.0
224,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202308,250.0,220.0
225,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202309,390.0,244.0
226,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202310,390.0,263.0
227,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202311,350.0,246.0
228,1034063,NWD,M & M MARKET #3,17280.0,1,ACTIVE,202312,490.0,232.0
229,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202301,2030.0,1790.0
230,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202302,2320.0,2085.0
231,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202303,2450.0,2132.0
232,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202304,2470.0,2027.0
233,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202305,2040.0,1720.0
234,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202306,2000.0,1678.0
235,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202307,1920.0,1864.0
236,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202308,1800.0,1545.0
237,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202309,1900.0,1660.0
238,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202310,1900.0,1479.0
239,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202311,1640.0,1448.0
240,1034069,NWD,231 PLAZA,28800.0,1,ACTIVE,202312,2540.0,1727.0
241,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202304,200.0,150.0
242,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202305,250.0,191.0
243,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202306,500.0,311.0
244,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202307,900.0,488.0
245,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202308,180.0,131.0
246,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202309,200.0,134.0
247,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202310,340.0,180.0
248,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202311,1440.0,291.0
249,1034074,NWD,"ALWAYS STOP, LLC",27000.0,1,ACTIVE,202312,180.0,128.0
250,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202301,1680.0,1236.0
251,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202302,1490.0,1183.0
252,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202303,1810.0,1131.0
253,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202304,1350.0,955.0
254,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202305,8840.0,1179.0
255,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202306,1050.0,955.0
256,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202307,1140.0,925.0
257,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202308,1080.0,930.0
258,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202309,1300.0,973.0
259,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202310,1180.0,968.0
260,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202311,1040.0,887.0
261,1034096,NWD,GARNER'S SUPERMARKET,28800.0,1,ACTIVE,202312,1150.0,896.0
262,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202301,250.0,154.0
263,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202302,250.0,166.0
264,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202303,250.0,170.0
265,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202304,300.0,198.0
266,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202305,290.0,206.0
267,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202306,260.0,179.0
268,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202307,220.0,135.0
269,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202308,230.0,158.0
270,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202309,240.0,155.0
271,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202310,280.0,163.0
272,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202311,240.0,126.0
273,1034106,NWD,STACEY'S SWINGERS DAY CARE,17280.0,1,ACTIVE,202312,400.0,221.0
274,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202301,960.0,419.0
275,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202302,200.0,158.0
276,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202303,310.0,199.0
277,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202304,430.0,236.0
278,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202305,750.0,258.0
279,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202306,220.0,185.0
280,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202307,200.0,176.0
281,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202308,1500.0,351.0
282,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202309,450.0,304.0
283,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202310,300.0,200.0
284,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202311,300.0,146.0
285,1034133,NWD,CHIODOS 231 EXPRESS MARKET,36000.0,1,ACTIVE,202312,140.0,105.0
286,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202301,730.0,539.0
287,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202302,790.0,567.0
288,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202303,790.0,595.0
289,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202304,700.0,613.0
290,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202305,780.0,660.0
291,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202306,1070.0,760.0
292,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202307,1070.0,811.0
293,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202308,860.0,737.0
294,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202309,820.0,606.0
295,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202310,630.0,548.0
296,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202311,580.0,490.0
297,1034136,NWD,QUICK STOP #8,17280.0,1,ACTIVE,202312,570.0,474.0
298,1034141,NWD,ROYAL AMERICAN MANAGEMENT (USFWS LESSEE),25920.0,1,INACTIVE,202301,940.0,858.0
299,1034141,NWD,ROYAL AMERICAN MANAGEMENT (USFWS LESSEE),25920.0,1,INACTIVE,202302,940.0,588.0
300,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202301,570.0,464.0
301,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202302,640.0,506.0
302,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202303,580.0,523.0
303,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202304,660.0,540.0
304,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202305,600.0,516.0
305,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202306,600.0,496.0
306,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202307,660.0,559.0
307,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202308,620.0,521.0
308,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202309,740.0,568.0
309,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202310,650.0,569.0
310,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202311,720.0,620.0
311,1034152,NWD,EXPRESS LANE #209 - SOUTHPORT,14440.0,1,ACTIVE,202312,670.0,598.0
312,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202301,1620.0,1160.0
313,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202302,2260.0,1168.0
314,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202303,22602220.0,730540.0
315,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202304,2140.0,1762.0
316,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202305,2170.0,1843.0
317,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202306,1900.0,1535.0
318,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202307,1900.0,1641.0
319,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202308,2250.0,1809.0
320,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202309,1700.0,1316.0
321,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202310,1640.0,1195.0
322,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202311,2180.0,1625.0
323,1034164,NWD,BUCKS PIGGLY WIGGLY EXPRESS,50400.0,1,ACTIVE,202312,2100.0,1683.0
